model,site,year,predicted
GFDL-ESM2M.RegCM4,ibp,2081,208
GFDL-ESM2M.RegCM4,ibp,2082,228
GFDL-ESM2M.RegCM4,ibp,2083,200
GFDL-ESM2M.RegCM4,ibp,2084,171
GFDL-ESM2M.RegCM4,ibp,2085,185
GFDL-ESM2M.RegCM4,ibp,2086,212
GFDL-ESM2M.RegCM4,ibp,2087,228
GFDL-ESM2M.RegCM4,ibp,2088,219
GFDL-ESM2M.RegCM4,ibp,2089,213
GFDL-ESM2M.RegCM4,ibp,2091,238
GFDL-ESM2M.RegCM4,ibp,2092,215
GFDL-ESM2M.RegCM4,ibp,2093,197
GFDL-ESM2M.RegCM4,ibp,2094,228
GFDL-ESM2M.RegCM4,ibp,2095,251
GFDL-ESM2M.RegCM4,ibp,2096,246
GFDL-ESM2M.RegCM4,ibp,2097,195
GFDL-ESM2M.RegCM4,ibp,2098,159
GFDL-ESM2M.RegCM4,ibp,2099,227
GFDL-ESM2M.RegCM4,kansas,2007,115
GFDL-ESM2M.RegCM4,kansas,2008,108
GFDL-ESM2M.RegCM4,kansas,2009,122
GFDL-ESM2M.RegCM4,kansas,2010,113
GFDL-ESM2M.RegCM4,kansas,2011,112
GFDL-ESM2M.RegCM4,kansas,2012,109
GFDL-ESM2M.RegCM4,kansas,2013,106
GFDL-ESM2M.RegCM4,kansas,2014,105
GFDL-ESM2M.RegCM4,kansas,2015,129
GFDL-ESM2M.RegCM4,kansas,2016,112
GFDL-ESM2M.RegCM4,kansas,2017,113
GFDL-ESM2M.RegCM4,kansas,2018,108
GFDL-ESM2M.RegCM4,kansas,2019,118
GFDL-ESM2M.RegCM4,kansas,2020,142
GFDL-ESM2M.RegCM4,kansas,2021,115
GFDL-ESM2M.RegCM4,kansas,2022,113
GFDL-ESM2M.RegCM4,kansas,2023,111
GFDL-ESM2M.RegCM4,kansas,2024,116
GFDL-ESM2M.RegCM4,kansas,2025,104
GFDL-ESM2M.RegCM4,kansas,2026,108
GFDL-ESM2M.RegCM4,kansas,2027,112
GFDL-ESM2M.RegCM4,kansas,2028,130
GFDL-ESM2M.RegCM4,kansas,2029,114
GFDL-ESM2M.RegCM4,kansas,2030,124
GFDL-ESM2M.RegCM4,kansas,2031,103
GFDL-ESM2M.RegCM4,kansas,2032,131
GFDL-ESM2M.RegCM4,kansas,2033,113
GFDL-ESM2M.RegCM4,kansas,2034,105
GFDL-ESM2M.RegCM4,kansas,2035,119
GFDL-ESM2M.RegCM4,kansas,2036,105
GFDL-ESM2M.RegCM4,kansas,2037,119
GFDL-ESM2M.RegCM4,kansas,2038,109
GFDL-ESM2M.RegCM4,kansas,2039,115
GFDL-ESM2M.RegCM4,kansas,2040,106
GFDL-ESM2M.RegCM4,kansas,2041,104
GFDL-ESM2M.RegCM4,kansas,2042,112
GFDL-ESM2M.RegCM4,kansas,2043,110
GFDL-ESM2M.RegCM4,kansas,2044,109
GFDL-ESM2M.RegCM4,kansas,2045,113
GFDL-ESM2M.RegCM4,kansas,2046,112
GFDL-ESM2M.RegCM4,kansas,2047,111
GFDL-ESM2M.RegCM4,kansas,2048,110
GFDL-ESM2M.RegCM4,kansas,2049,111
GFDL-ESM2M.RegCM4,kansas,2050,109
GFDL-ESM2M.RegCM4,kansas,2051,106
GFDL-ESM2M.RegCM4,kansas,2052,110
GFDL-ESM2M.RegCM4,kansas,2053,110
GFDL-ESM2M.RegCM4,kansas,2054,108
GFDL-ESM2M.RegCM4,kansas,2055,131
GFDL-ESM2M.RegCM4,kansas,2056,108
GFDL-ESM2M.RegCM4,kansas,2057,110
GFDL-ESM2M.RegCM4,kansas,2058,108
GFDL-ESM2M.RegCM4,kansas,2059,106
GFDL-ESM2M.RegCM4,kansas,2060,108
GFDL-ESM2M.RegCM4,kansas,2061,107
GFDL-ESM2M.RegCM4,kansas,2062,108
GFDL-ESM2M.RegCM4,kansas,2063,106
GFDL-ESM2M.RegCM4,kansas,2064,113
GFDL-ESM2M.RegCM4,kansas,2065,104
GFDL-ESM2M.RegCM4,kansas,2066,106
GFDL-ESM2M.RegCM4,kansas,2067,107
GFDL-ESM2M.RegCM4,kansas,2068,109
GFDL-ESM2M.RegCM4,kansas,2069,104
GFDL-ESM2M.RegCM4,kansas,2070,105
GFDL-ESM2M.RegCM4,kansas,2071,108
GFDL-ESM2M.RegCM4,kansas,2072,116
GFDL-ESM2M.RegCM4,kansas,2073,105
GFDL-ESM2M.RegCM4,kansas,2074,106
GFDL-ESM2M.RegCM4,kansas,2075,106
GFDL-ESM2M.RegCM4,kansas,2076,108
GFDL-ESM2M.RegCM4,kansas,2077,115
GFDL-ESM2M.RegCM4,kansas,2078,107
GFDL-ESM2M.RegCM4,kansas,2079,109
GFDL-ESM2M.RegCM4,kansas,2080,110
GFDL-ESM2M.RegCM4,kansas,2081,108
GFDL-ESM2M.RegCM4,kansas,2082,106
GFDL-ESM2M.RegCM4,kansas,2083,117
GFDL-ESM2M.RegCM4,kansas,2084,116
GFDL-ESM2M.RegCM4,kansas,2085,108
GFDL-ESM2M.RegCM4,kansas,2086,108
GFDL-ESM2M.RegCM4,kansas,2087,124
GFDL-ESM2M.RegCM4,kansas,2088,106
GFDL-ESM2M.RegCM4,kansas,2089,114
GFDL-ESM2M.RegCM4,kansas,2090,104
GFDL-ESM2M.RegCM4,kansas,2091,107
GFDL-ESM2M.RegCM4,kansas,2092,112
GFDL-ESM2M.RegCM4,kansas,2093,107
GFDL-ESM2M.RegCM4,kansas,2094,110
GFDL-ESM2M.RegCM4,kansas,2095,113
GFDL-ESM2M.RegCM4,kansas,2096,106
GFDL-ESM2M.RegCM4,kansas,2097,112
GFDL-ESM2M.RegCM4,kansas,2098,115
GFDL-ESM2M.RegCM4,kansas,2099,126
GFDL-ESM2M.RegCM4,oakville,2007,142
GFDL-ESM2M.RegCM4,oakville,2008,135
GFDL-ESM2M.RegCM4,oakville,2009,141
GFDL-ESM2M.RegCM4,oakville,2010,136
GFDL-ESM2M.RegCM4,oakville,2011,144
GFDL-ESM2M.RegCM4,oakville,2012,136
GFDL-ESM2M.RegCM4,oakville,2013,141
GFDL-ESM2M.RegCM4,oakville,2014,136
GFDL-ESM2M.RegCM4,oakville,2015,139
GFDL-ESM2M.RegCM4,oakville,2016,129
GFDL-ESM2M.RegCM4,oakville,2017,135
GFDL-ESM2M.RegCM4,oakville,2018,140
GFDL-ESM2M.RegCM4,oakville,2019,133
GFDL-ESM2M.RegCM4,oakville,2020,135
GFDL-ESM2M.RegCM4,oakville,2021,138
GFDL-ESM2M.RegCM4,oakville,2022,138
GFDL-ESM2M.RegCM4,oakville,2023,142
GFDL-ESM2M.RegCM4,oakville,2024,146
GFDL-ESM2M.RegCM4,oakville,2025,131
GFDL-ESM2M.RegCM4,oakville,2026,140
GFDL-ESM2M.RegCM4,oakville,2027,143
GFDL-ESM2M.RegCM4,oakville,2028,138
GFDL-ESM2M.RegCM4,oakville,2029,136
GFDL-ESM2M.RegCM4,oakville,2030,137
GFDL-ESM2M.RegCM4,oakville,2031,130
GFDL-ESM2M.RegCM4,oakville,2032,139
GFDL-ESM2M.RegCM4,oakville,2033,140
GFDL-ESM2M.RegCM4,oakville,2034,132
GFDL-ESM2M.RegCM4,oakville,2035,142
GFDL-ESM2M.RegCM4,oakville,2036,138
GFDL-ESM2M.RegCM4,oakville,2037,135
GFDL-ESM2M.RegCM4,oakville,2038,142
GFDL-ESM2M.RegCM4,oakville,2039,137
GFDL-ESM2M.RegCM4,oakville,2040,136
GFDL-ESM2M.RegCM4,oakville,2041,131
GFDL-ESM2M.RegCM4,oakville,2042,134
GFDL-ESM2M.RegCM4,oakville,2043,137
GFDL-ESM2M.RegCM4,oakville,2044,134
GFDL-ESM2M.RegCM4,oakville,2045,138
GFDL-ESM2M.RegCM4,oakville,2046,135
GFDL-ESM2M.RegCM4,oakville,2047,131
GFDL-ESM2M.RegCM4,oakville,2048,139
GFDL-ESM2M.RegCM4,oakville,2049,140
GFDL-ESM2M.RegCM4,oakville,2050,143
GFDL-ESM2M.RegCM4,oakville,2051,134
GFDL-ESM2M.RegCM4,oakville,2052,142
GFDL-ESM2M.RegCM4,oakville,2053,136
GFDL-ESM2M.RegCM4,oakville,2054,130
GFDL-ESM2M.RegCM4,oakville,2055,136
GFDL-ESM2M.RegCM4,oakville,2056,142
GFDL-ESM2M.RegCM4,oakville,2057,133
GFDL-ESM2M.RegCM4,oakville,2058,135
GFDL-ESM2M.RegCM4,oakville,2059,138
GFDL-ESM2M.RegCM4,oakville,2060,130
GFDL-ESM2M.RegCM4,oakville,2061,138
GFDL-ESM2M.RegCM4,oakville,2062,137
GFDL-ESM2M.RegCM4,oakville,2063,134
GFDL-ESM2M.RegCM4,oakville,2064,132
GFDL-ESM2M.RegCM4,oakville,2065,141
GFDL-ESM2M.RegCM4,oakville,2066,134
GFDL-ESM2M.RegCM4,oakville,2067,130
GFDL-ESM2M.RegCM4,oakville,2068,129
GFDL-ESM2M.RegCM4,oakville,2069,135
GFDL-ESM2M.RegCM4,oakville,2070,137
GFDL-ESM2M.RegCM4,oakville,2071,129
GFDL-ESM2M.RegCM4,oakville,2072,135
GFDL-ESM2M.RegCM4,oakville,2073,135
GFDL-ESM2M.RegCM4,oakville,2074,135
GFDL-ESM2M.RegCM4,oakville,2075,136
GFDL-ESM2M.RegCM4,oakville,2076,144
GFDL-ESM2M.RegCM4,oakville,2077,138
GFDL-ESM2M.RegCM4,oakville,2078,132
GFDL-ESM2M.RegCM4,oakville,2079,137
GFDL-ESM2M.RegCM4,oakville,2080,136
GFDL-ESM2M.RegCM4,oakville,2081,135
GFDL-ESM2M.RegCM4,oakville,2082,135
GFDL-ESM2M.RegCM4,oakville,2083,131
GFDL-ESM2M.RegCM4,oakville,2084,136
GFDL-ESM2M.RegCM4,oakville,2085,129
GFDL-ESM2M.RegCM4,oakville,2086,128
GFDL-ESM2M.RegCM4,oakville,2087,137
GFDL-ESM2M.RegCM4,oakville,2088,137
GFDL-ESM2M.RegCM4,oakville,2089,129
GFDL-ESM2M.RegCM4,oakville,2090,130
GFDL-ESM2M.RegCM4,oakville,2091,130
GFDL-ESM2M.RegCM4,oakville,2092,130
GFDL-ESM2M.RegCM4,oakville,2093,127
GFDL-ESM2M.RegCM4,oakville,2094,133
GFDL-ESM2M.RegCM4,oakville,2095,136
GFDL-ESM2M.RegCM4,oakville,2096,130
GFDL-ESM2M.RegCM4,oakville,2097,139
GFDL-ESM2M.RegCM4,oakville,2098,136
GFDL-ESM2M.RegCM4,oakville,2099,132
GFDL-ESM2M.RegCM4,vaira,2007,53
GFDL-ESM2M.RegCM4,vaira,2008,77
GFDL-ESM2M.RegCM4,vaira,2009,45
GFDL-ESM2M.RegCM4,vaira,2010,43
GFDL-ESM2M.RegCM4,vaira,2011,43
GFDL-ESM2M.RegCM4,vaira,2012,69
GFDL-ESM2M.RegCM4,vaira,2013,102
GFDL-ESM2M.RegCM4,vaira,2014,71
GFDL-ESM2M.RegCM4,vaira,2015,66
GFDL-ESM2M.RegCM4,vaira,2016,71
GFDL-ESM2M.RegCM4,vaira,2017,51
GFDL-ESM2M.RegCM4,vaira,2018,66
GFDL-ESM2M.RegCM4,vaira,2019,71
GFDL-ESM2M.RegCM4,vaira,2020,53
GFDL-ESM2M.RegCM4,vaira,2021,76
GFDL-ESM2M.RegCM4,vaira,2022,84
GFDL-ESM2M.RegCM4,vaira,2023,75
GFDL-ESM2M.RegCM4,vaira,2024,45
GFDL-ESM2M.RegCM4,vaira,2025,65
GFDL-ESM2M.RegCM4,vaira,2026,78
GFDL-ESM2M.RegCM4,vaira,2027,60
GFDL-ESM2M.RegCM4,vaira,2028,74
GFDL-ESM2M.RegCM4,vaira,2029,66
GFDL-ESM2M.RegCM4,vaira,2030,71
GFDL-ESM2M.RegCM4,vaira,2031,73
GFDL-ESM2M.RegCM4,vaira,2032,60
GFDL-ESM2M.RegCM4,vaira,2033,41
GFDL-ESM2M.RegCM4,vaira,2034,66
GFDL-ESM2M.RegCM4,vaira,2035,67
GFDL-ESM2M.RegCM4,vaira,2036,83
GFDL-ESM2M.RegCM4,vaira,2037,70
GFDL-ESM2M.RegCM4,vaira,2038,51
GFDL-ESM2M.RegCM4,vaira,2039,72
GFDL-ESM2M.RegCM4,vaira,2040,52
GFDL-ESM2M.RegCM4,vaira,2041,53
GFDL-ESM2M.RegCM4,vaira,2042,69
GFDL-ESM2M.RegCM4,vaira,2043,61
GFDL-ESM2M.RegCM4,vaira,2044,75
GFDL-ESM2M.RegCM4,vaira,2045,53
GFDL-ESM2M.RegCM4,vaira,2046,66
GFDL-ESM2M.RegCM4,vaira,2047,91
GFDL-ESM2M.RegCM4,vaira,2048,47
GFDL-ESM2M.RegCM4,vaira,2049,50
GFDL-ESM2M.RegCM4,vaira,2050,50
GFDL-ESM2M.RegCM4,vaira,2051,58
GFDL-ESM2M.RegCM4,vaira,2052,56
GFDL-ESM2M.RegCM4,vaira,2053,51
GFDL-ESM2M.RegCM4,vaira,2054,52
GFDL-ESM2M.RegCM4,vaira,2055,87
GFDL-ESM2M.RegCM4,vaira,2056,44
GFDL-ESM2M.RegCM4,vaira,2057,68
GFDL-ESM2M.RegCM4,vaira,2058,49
GFDL-ESM2M.RegCM4,vaira,2059,63
GFDL-ESM2M.RegCM4,vaira,2060,62
GFDL-ESM2M.RegCM4,vaira,2061,53
GFDL-ESM2M.RegCM4,vaira,2062,68
GFDL-ESM2M.RegCM4,vaira,2063,36
GFDL-ESM2M.RegCM4,vaira,2064,63
GFDL-ESM2M.RegCM4,vaira,2065,69
GFDL-ESM2M.RegCM4,vaira,2066,74
GFDL-ESM2M.RegCM4,vaira,2067,41
GFDL-ESM2M.RegCM4,vaira,2068,57
GFDL-ESM2M.RegCM4,vaira,2069,59
GFDL-ESM2M.RegCM4,vaira,2070,57
GFDL-ESM2M.RegCM4,vaira,2071,64
GFDL-ESM2M.RegCM4,vaira,2072,56
GFDL-ESM2M.RegCM4,vaira,2073,39
GFDL-ESM2M.RegCM4,vaira,2074,67
GFDL-ESM2M.RegCM4,vaira,2075,42
GFDL-ESM2M.RegCM4,vaira,2076,73
GFDL-ESM2M.RegCM4,vaira,2077,53
GFDL-ESM2M.RegCM4,vaira,2078,49
GFDL-ESM2M.RegCM4,vaira,2079,51
GFDL-ESM2M.RegCM4,vaira,2080,75
GFDL-ESM2M.RegCM4,vaira,2081,65
GFDL-ESM2M.RegCM4,vaira,2082,51
GFDL-ESM2M.RegCM4,vaira,2083,50
GFDL-ESM2M.RegCM4,vaira,2084,51
GFDL-ESM2M.RegCM4,vaira,2085,57
GFDL-ESM2M.RegCM4,vaira,2086,60
GFDL-ESM2M.RegCM4,vaira,2087,40
GFDL-ESM2M.RegCM4,vaira,2088,61
GFDL-ESM2M.RegCM4,vaira,2089,41
GFDL-ESM2M.RegCM4,vaira,2090,67
GFDL-ESM2M.RegCM4,vaira,2091,65
GFDL-ESM2M.RegCM4,vaira,2092,59
GFDL-ESM2M.RegCM4,vaira,2093,59
GFDL-ESM2M.RegCM4,vaira,2094,57
GFDL-ESM2M.RegCM4,vaira,2095,74
GFDL-ESM2M.RegCM4,vaira,2096,66
GFDL-ESM2M.RegCM4,vaira,2097,47
GFDL-ESM2M.RegCM4,vaira,2098,31
GFDL-ESM2M.RegCM4,vaira,2099,38
GFDL-ESM2M.WRF,ibp,2007,220
GFDL-ESM2M.WRF,ibp,2008,173
GFDL-ESM2M.WRF,ibp,2009,196
GFDL-ESM2M.WRF,ibp,2010,255
GFDL-ESM2M.WRF,ibp,2012,128
GFDL-ESM2M.WRF,ibp,2013,225
GFDL-ESM2M.WRF,ibp,2014,170
GFDL-ESM2M.WRF,ibp,2015,213
GFDL-ESM2M.WRF,ibp,2016,175
GFDL-ESM2M.WRF,ibp,2017,206
GFDL-ESM2M.WRF,ibp,2018,238
GFDL-ESM2M.WRF,ibp,2019,211
GFDL-ESM2M.WRF,ibp,2020,202
GFDL-ESM2M.WRF,ibp,2022,202
GFDL-ESM2M.WRF,ibp,2023,195
GFDL-ESM2M.WRF,ibp,2024,191
GFDL-ESM2M.WRF,ibp,2025,216
GFDL-ESM2M.WRF,ibp,2026,209
GFDL-ESM2M.WRF,ibp,2027,235
GFDL-ESM2M.WRF,ibp,2029,238
GFDL-ESM2M.WRF,ibp,2030,187
GFDL-ESM2M.WRF,ibp,2031,241
GFDL-ESM2M.WRF,ibp,2032,202
GFDL-ESM2M.WRF,ibp,2033,203
GFDL-ESM2M.WRF,ibp,2034,229
GFDL-ESM2M.WRF,ibp,2035,246
GFDL-ESM2M.WRF,ibp,2036,196
GFDL-ESM2M.WRF,ibp,2037,216
GFDL-ESM2M.WRF,ibp,2038,263
GFDL-ESM2M.WRF,ibp,2039,197
GFDL-ESM2M.WRF,ibp,2040,216
GFDL-ESM2M.WRF,ibp,2041,243
GFDL-ESM2M.WRF,ibp,2042,221
GFDL-ESM2M.WRF,ibp,2043,190
GFDL-ESM2M.WRF,ibp,2044,240
GFDL-ESM2M.WRF,ibp,2045,112
GFDL-ESM2M.WRF,ibp,2046,184
GFDL-ESM2M.WRF,ibp,2047,192
GFDL-ESM2M.WRF,ibp,2048,87
GFDL-ESM2M.WRF,ibp,2049,217
GFDL-ESM2M.WRF,ibp,2050,253
GFDL-ESM2M.WRF,ibp,2051,215
GFDL-ESM2M.WRF,ibp,2052,115
GFDL-ESM2M.WRF,ibp,2053,238
GFDL-ESM2M.WRF,ibp,2054,196
GFDL-ESM2M.WRF,ibp,2055,213
GFDL-ESM2M.WRF,ibp,2056,238
GFDL-ESM2M.WRF,ibp,2057,229
GFDL-ESM2M.WRF,ibp,2058,215
GFDL-ESM2M.WRF,ibp,2059,238
GFDL-ESM2M.WRF,ibp,2060,241
GFDL-ESM2M.WRF,ibp,2061,209
GFDL-ESM2M.WRF,ibp,2062,222
GFDL-ESM2M.WRF,ibp,2063,230
GFDL-ESM2M.WRF,ibp,2064,219
GFDL-ESM2M.WRF,ibp,2065,260
GFDL-ESM2M.WRF,ibp,2066,188
GFDL-ESM2M.WRF,ibp,2067,168
GFDL-ESM2M.WRF,ibp,2068,186
GFDL-ESM2M.WRF,ibp,2069,177
GFDL-ESM2M.WRF,ibp,2070,248
GFDL-ESM2M.WRF,ibp,2071,246
GFDL-ESM2M.WRF,ibp,2072,230
GFDL-ESM2M.WRF,ibp,2073,226
GFDL-ESM2M.WRF,ibp,2074,213
GFDL-ESM2M.WRF,ibp,2076,199
GFDL-ESM2M.WRF,ibp,2077,233
GFDL-ESM2M.WRF,ibp,2078,211
GFDL-ESM2M.WRF,ibp,2079,246
GFDL-ESM2M.WRF,ibp,2080,189
GFDL-ESM2M.WRF,ibp,2081,216
GFDL-ESM2M.WRF,ibp,2082,198
GFDL-ESM2M.WRF,ibp,2083,201
GFDL-ESM2M.WRF,ibp,2084,203
GFDL-ESM2M.WRF,ibp,2085,204
GFDL-ESM2M.WRF,ibp,2086,196
GFDL-ESM2M.WRF,ibp,2087,251
GFDL-ESM2M.WRF,ibp,2088,201
GFDL-ESM2M.WRF,ibp,2089,222
GFDL-ESM2M.WRF,ibp,2090,258
GFDL-ESM2M.WRF,ibp,2091,189
GFDL-ESM2M.WRF,ibp,2092,207
GFDL-ESM2M.WRF,ibp,2093,224
GFDL-ESM2M.WRF,ibp,2094,248
GFDL-ESM2M.WRF,ibp,2095,214
GFDL-ESM2M.WRF,ibp,2096,218
GFDL-ESM2M.WRF,ibp,2097,205
GFDL-ESM2M.WRF,ibp,2098,208
GFDL-ESM2M.WRF,ibp,2099,241
GFDL-ESM2M.WRF,kansas,2007,107
GFDL-ESM2M.WRF,kansas,2008,110
GFDL-ESM2M.WRF,kansas,2009,116
GFDL-ESM2M.WRF,kansas,2010,111
GFDL-ESM2M.WRF,kansas,2011,128
GFDL-ESM2M.WRF,kansas,2012,111
GFDL-ESM2M.WRF,kansas,2013,106
GFDL-ESM2M.WRF,kansas,2014,127
GFDL-ESM2M.WRF,kansas,2015,109
GFDL-ESM2M.WRF,kansas,2016,106
GFDL-ESM2M.WRF,kansas,2017,116
GFDL-ESM2M.WRF,kansas,2018,132
GFDL-ESM2M.WRF,kansas,2019,109
GFDL-ESM2M.WRF,kansas,2020,115
GFDL-ESM2M.WRF,kansas,2021,128
GFDL-ESM2M.WRF,kansas,2022,116
GFDL-ESM2M.WRF,kansas,2023,113
GFDL-ESM2M.WRF,kansas,2024,109
GFDL-ESM2M.WRF,kansas,2025,115
GFDL-ESM2M.WRF,kansas,2026,113
GFDL-ESM2M.WRF,kansas,2027,108
GFDL-ESM2M.WRF,kansas,2028,121
GFDL-ESM2M.WRF,kansas,2029,120
GFDL-ESM2M.WRF,kansas,2030,135
GFDL-ESM2M.WRF,kansas,2031,117
GFDL-ESM2M.WRF,kansas,2032,115
GFDL-ESM2M.WRF,kansas,2033,106
GFDL-ESM2M.WRF,kansas,2034,106
GFDL-ESM2M.WRF,kansas,2035,122
GFDL-ESM2M.WRF,kansas,2036,113
GFDL-ESM2M.WRF,kansas,2037,109
GFDL-ESM2M.WRF,kansas,2038,105
GFDL-ESM2M.WRF,kansas,2039,104
GFDL-ESM2M.WRF,kansas,2040,112
GFDL-ESM2M.WRF,kansas,2041,109
GFDL-ESM2M.WRF,kansas,2042,113
GFDL-ESM2M.WRF,kansas,2043,104
GFDL-ESM2M.WRF,kansas,2044,108
GFDL-ESM2M.WRF,kansas,2045,117
GFDL-ESM2M.WRF,kansas,2046,112
GFDL-ESM2M.WRF,kansas,2047,104
GFDL-ESM2M.WRF,kansas,2048,107
GFDL-ESM2M.WRF,kansas,2049,112
GFDL-ESM2M.WRF,kansas,2050,113
GFDL-ESM2M.WRF,kansas,2051,104
GFDL-ESM2M.WRF,kansas,2052,105
GFDL-ESM2M.WRF,kansas,2053,119
GFDL-ESM2M.WRF,kansas,2054,109
GFDL-ESM2M.WRF,kansas,2055,107
GFDL-ESM2M.WRF,kansas,2056,120
GFDL-ESM2M.WRF,kansas,2057,110
GFDL-ESM2M.WRF,kansas,2058,113
GFDL-ESM2M.WRF,kansas,2059,110
GFDL-ESM2M.WRF,kansas,2060,106
GFDL-ESM2M.WRF,kansas,2061,119
GFDL-ESM2M.WRF,kansas,2062,117
GFDL-ESM2M.WRF,kansas,2063,104
GFDL-ESM2M.WRF,kansas,2064,105
GFDL-ESM2M.WRF,kansas,2065,114
GFDL-ESM2M.WRF,kansas,2066,120
GFDL-ESM2M.WRF,kansas,2067,111
GFDL-ESM2M.WRF,kansas,2068,115
GFDL-ESM2M.WRF,kansas,2069,103
GFDL-ESM2M.WRF,kansas,2070,104
GFDL-ESM2M.WRF,kansas,2071,131
GFDL-ESM2M.WRF,kansas,2072,119
GFDL-ESM2M.WRF,kansas,2073,103
GFDL-ESM2M.WRF,kansas,2074,106
GFDL-ESM2M.WRF,kansas,2075,118
GFDL-ESM2M.WRF,kansas,2076,106
GFDL-ESM2M.WRF,kansas,2077,104
GFDL-ESM2M.WRF,kansas,2078,105
GFDL-ESM2M.WRF,kansas,2079,110
GFDL-ESM2M.WRF,kansas,2080,109
GFDL-ESM2M.WRF,kansas,2081,110
GFDL-ESM2M.WRF,kansas,2082,118
GFDL-ESM2M.WRF,kansas,2083,111
GFDL-ESM2M.WRF,kansas,2084,134
GFDL-ESM2M.WRF,kansas,2085,107
GFDL-ESM2M.WRF,kansas,2086,120
GFDL-ESM2M.WRF,kansas,2087,107
GFDL-ESM2M.WRF,kansas,2088,106
GFDL-ESM2M.WRF,kansas,2089,103
GFDL-ESM2M.WRF,kansas,2090,104
GFDL-ESM2M.WRF,kansas,2091,103
GFDL-ESM2M.WRF,kansas,2092,110
GFDL-ESM2M.WRF,kansas,2093,114
GFDL-ESM2M.WRF,kansas,2094,105
GFDL-ESM2M.WRF,kansas,2095,118
GFDL-ESM2M.WRF,kansas,2096,106
GFDL-ESM2M.WRF,kansas,2097,106
GFDL-ESM2M.WRF,kansas,2098,115
GFDL-ESM2M.WRF,kansas,2099,105
GFDL-ESM2M.WRF,oakville,2007,144
GFDL-ESM2M.WRF,oakville,2008,135
GFDL-ESM2M.WRF,oakville,2009,140
GFDL-ESM2M.WRF,oakville,2010,130
GFDL-ESM2M.WRF,oakville,2011,137
GFDL-ESM2M.WRF,oakville,2012,139
GFDL-ESM2M.WRF,oakville,2013,135
GFDL-ESM2M.WRF,oakville,2014,133
GFDL-ESM2M.WRF,oakville,2015,131
GFDL-ESM2M.WRF,oakville,2016,137
GFDL-ESM2M.WRF,oakville,2017,138
GFDL-ESM2M.WRF,oakville,2018,138
GFDL-ESM2M.WRF,oakville,2019,136
GFDL-ESM2M.WRF,oakville,2020,140
GFDL-ESM2M.WRF,oakville,2021,131
GFDL-ESM2M.WRF,oakville,2022,136
GFDL-ESM2M.WRF,oakville,2023,143
GFDL-ESM2M.WRF,oakville,2024,135
GFDL-ESM2M.WRF,oakville,2025,133
GFDL-ESM2M.WRF,oakville,2026,136
GFDL-ESM2M.WRF,oakville,2027,135
GFDL-ESM2M.WRF,oakville,2028,140
GFDL-ESM2M.WRF,oakville,2029,131
GFDL-ESM2M.WRF,oakville,2030,132
GFDL-ESM2M.WRF,oakville,2031,127
GFDL-ESM2M.WRF,oakville,2032,137
GFDL-ESM2M.WRF,oakville,2033,131
GFDL-ESM2M.WRF,oakville,2034,127
GFDL-ESM2M.WRF,oakville,2035,135
GFDL-ESM2M.WRF,oakville,2036,137
GFDL-ESM2M.WRF,oakville,2037,135
GFDL-ESM2M.WRF,oakville,2038,134
GFDL-ESM2M.WRF,oakville,2039,137
GFDL-ESM2M.WRF,oakville,2040,133
GFDL-ESM2M.WRF,oakville,2041,132
GFDL-ESM2M.WRF,oakville,2042,133
GFDL-ESM2M.WRF,oakville,2043,134
GFDL-ESM2M.WRF,oakville,2044,130
GFDL-ESM2M.WRF,oakville,2045,137
GFDL-ESM2M.WRF,oakville,2046,130
GFDL-ESM2M.WRF,oakville,2047,132
GFDL-ESM2M.WRF,oakville,2048,127
GFDL-ESM2M.WRF,oakville,2049,139
GFDL-ESM2M.WRF,oakville,2050,145
GFDL-ESM2M.WRF,oakville,2051,138
GFDL-ESM2M.WRF,oakville,2052,137
GFDL-ESM2M.WRF,oakville,2053,131
GFDL-ESM2M.WRF,oakville,2054,132
GFDL-ESM2M.WRF,oakville,2055,132
GFDL-ESM2M.WRF,oakville,2056,128
GFDL-ESM2M.WRF,oakville,2057,134
GFDL-ESM2M.WRF,oakville,2058,128
GFDL-ESM2M.WRF,oakville,2059,130
GFDL-ESM2M.WRF,oakville,2060,128
GFDL-ESM2M.WRF,oakville,2061,127
GFDL-ESM2M.WRF,oakville,2062,130
GFDL-ESM2M.WRF,oakville,2063,123
GFDL-ESM2M.WRF,oakville,2064,128
GFDL-ESM2M.WRF,oakville,2065,135
GFDL-ESM2M.WRF,oakville,2066,129
GFDL-ESM2M.WRF,oakville,2067,125
GFDL-ESM2M.WRF,oakville,2068,125
GFDL-ESM2M.WRF,oakville,2069,133
GFDL-ESM2M.WRF,oakville,2070,132
GFDL-ESM2M.WRF,oakville,2071,129
GFDL-ESM2M.WRF,oakville,2072,126
GFDL-ESM2M.WRF,oakville,2073,125
GFDL-ESM2M.WRF,oakville,2074,127
GFDL-ESM2M.WRF,oakville,2075,127
GFDL-ESM2M.WRF,oakville,2076,125
GFDL-ESM2M.WRF,oakville,2077,127
GFDL-ESM2M.WRF,oakville,2078,130
GFDL-ESM2M.WRF,oakville,2079,123
GFDL-ESM2M.WRF,oakville,2080,124
GFDL-ESM2M.WRF,oakville,2081,128
GFDL-ESM2M.WRF,oakville,2082,137
GFDL-ESM2M.WRF,oakville,2083,124
GFDL-ESM2M.WRF,oakville,2084,127
GFDL-ESM2M.WRF,oakville,2085,122
